Simulation,SimulatedNNDISLoss
3938,954.533299
3939,0
3940,0
3941,0
3942,1225.915463
3943,0
3944,0
3945,3815.595056
3946,0
3947,0
3948,2397.770188
3949,1198.948871
3950,54.79630812
3951,0
3952,2079.901209
3953,5355.560677
3954,0
3955,0
3956,0
3957,0
3958,0
3959,0
3960,980.9487827
3961,2655.393181
3962,0
3963,0
3964,0
3965,1641.425496
3966,250.5254751
3967,2001.827316
3968,148.3644072
3969,0
3970,0
3971,2481.222069
3972,0
3973,3553.823029
3974,5158.846248
3975,0
3976,0
3977,3790.125349
3978,0
3979,0
3980,1813.553476
3981,0
3982,1784.077871
3983,0
3984,2084.48212
3985,3974.906335
3986,2998.076995
3987,0
3988,0
3989,3997.244435
3990,5538.092211
3991,451.3497428
3992,3033.804104
3993,1887.926338
3994,0
3995,0
3996,202.8711459
3997,1788.38566
3998,0
3999,1316.431489
4000,2612.946106
4001,0
4002,4060.609513
4003,0
4004,1299.519265
4005,0
4006,0
4007,741.4100614
4008,0
4009,2481.990434
4010,2461.696339
4011,0
4012,2394.042287
4013,194.2658354
4014,370.702083
4015,0
4016,3622.447726
4017,742.4163009
4018,0
4019,1795.335018
4020,485.8884189
4021,0
4022,0
4023,1419.869692
4024,0
4025,2309.895418
4026,1809.153894
4027,5116.412336
4028,276.6283705
4029,727.1058842
4030,1969.858856
4031,0
4032,0
4033,3694.751194
4034,2177.062245
4035,0
4036,0
4037,0
4038,2677.027097
4039,0
4040,477.9721263
4041,0
4042,0
4043,75.42366484
4044,787.8054101
4045,1281.430747
4046,0
4047,2553.740069
4048,1205.161368
4049,0
4050,1768.425284
4051,311.3240632
4052,2344.298474
4053,278.0375551
4054,616.0141592
4055,0
4056,1039.635058
4057,0
4058,694.8320934
4059,0
4060,703.3941901
4061,0
4062,1489.99932
4063,0
4064,0
4065,0
4066,3711.08337
4067,0
4068,2199.744428
4069,0
4070,267.2962877
4071,0
4072,1229.248198
4073,2826.711569
4074,0
4075,3778.366604
4076,2619.001007
4077,0
4078,0
4079,2412.871507
4080,0
4081,802.5066169
4082,789.023202
4083,2450.38756
4084,236.4942669
4085,1896.896158
4086,4543.679284
4087,1938.487364
4088,0
4089,3077.98374
4090,683.0081962
4091,2292.678158
4092,1100.756887
4093,727.887583
4094,0
4095,2201.880073
4096,226.7151869
4097,1618.306886
4098,950.9364318
4099,5915.229676
4100,1199.244208
4101,2684.758927
4102,3827.886071
4103,0
4104,0
4105,0
4106,445.3016618
4107,5057.436306
4108,0
4109,1567.782012
4110,1720.743819
4111,0
4112,0
4113,0
4114,0
4115,987.551298
4116,0
4117,1130.187455
4118,0
4119,1055.559846
4120,3224.003994
4121,1603.279357
4122,2471.297602
4123,289.0306627
4124,208.1403719
4125,0
4126,524.3387528
4127,4423.93628
4128,945.0269889
4129,1570.240048
4130,179.6640305
4131,0
4132,626.1151194
4133,103.9623022
4134,0
4135,343.4508432
4136,1574.981764
4137,0
4138,0
4139,0
4140,0
4141,2472.230101
4142,744.0977246
4143,0
4144,0
4145,1248.584911
4146,0
4147,806.71793
4148,2102.600434
4149,1735.194652
4150,0
4151,4538.042441
4152,2768.179575
4153,1565.530614
4154,1600.616187
4155,0
4156,1255.983437
4157,261.3835375
4158,0
4159,0
4160,0
4161,375.756936
4162,628.4581802
4163,0
4164,0
4165,97.41753812
4166,0
4167,1760.449314
4168,0
4169,0
4170,1164.171066
4171,1727.625426
4172,2723.703781
4173,1011.258662
4174,0
4175,1265.995094
4176,314.3044657
4177,2507.417691
4178,1301.652409
4179,672.310514
4180,0
4181,0
4182,422.0092943
4183,2102.053131
4184,279.2307511
4185,502.7986033
4186,1727.277908
4187,0
4188,3770.894225
4189,818.8760739
4190,0
4191,915.4140273
4192,0
4193,533.6139922
4194,0
4195,1900.182563
4196,747.3073745
4197,201.6419763
4198,756.2878036
4199,3084.570323
4200,1409.758825
4201,0
4202,3236.599143
4203,0
4204,0
4205,821.0518264
4206,344.7453993
4207,0
4208,2873.780098
4209,3886.271393
4210,519.086041
4211,1139.707946
4212,5499.38491
4213,0
4214,172.7697118
4215,0
4216,881.5183562
4217,0
4218,0
4219,1277.891009
4220,0
4221,0
4222,0
4223,2806.228766
4224,2614.068945
4225,0
4226,0
4227,0
4228,0
4229,1332.407812
4230,2887.090046
4231,2482.12353
4232,0
4233,1600.135266
4234,3979.688405
4235,0
4236,2850.237155
4237,3351.084474
4238,4383.017659
4239,900.6813694
4240,4686.597621
4241,0
4242,2413.169366
4243,0
4244,322.6389713
4245,0
4246,0
4247,3631.730681
4248,1580.477568
4249,1936.645284
4250,0
4251,0
4252,150.3443543
4253,4573.181847
4254,0
4255,327.1278395
4256,5406.846112
4257,1742.632753
4258,743.4100708
4259,6450.602096
4260,314.523784
4261,0
4262,1566.90051
4263,0
4264,2360.09625
4265,0
4266,4004.50393
4267,747.7973485
4268,0
4269,3972.45698
4270,0
4271,0
4272,0
4273,0
4274,1807.719561
4275,3065.005978
4276,4038.205194
4277,424.0626794
4278,51.83130819
4279,1573.631563
4280,0
4281,0
4282,0
4283,3017.166392
4284,4407.004327
4285,387.1855559
4286,276.101247
4287,1699.19622
4288,3095.791015
4289,0
4290,274.9924201
4291,0
4292,3624.37021
4293,2102.035132
4294,0
4295,0
4296,406.8740338
4297,2230.828643
4298,227.1554451
4299,504.9010572
4300,544.3196161
4301,401.3930066
4302,1386.355037
4303,4373.964333
4304,1499.139776
4305,0
4306,387.5548703
4307,0
4308,0
4309,0
4310,1171.579772
4311,1028.473978
4312,898.3539715
4313,281.7075553
4314,0
4315,211.1832862
4316,748.6430804
4317,1314.066935
4318,2665.597884
4319,3808.328655
4320,2511.904348
4321,0
4322,0
4323,1390.63009
4324,0
4325,381.7496138
4326,167.7413835
4327,0
4328,0
4329,0
4330,0
4331,148.8220636
4332,3206.025872
4333,0
4334,0
4335,0
4336,0
4337,1466.716379
4338,0
4339,0
4340,133.2010966
4341,0
4342,2767.728787
4343,0
4344,240.2544343
4345,0
4346,0
4347,1219.562498
4348,2130.027858
4349,126.5650034
4350,0
4351,0
4352,0
4353,863.6634594
4354,469.090898
4355,740.7457557
4356,0
4357,132.9482754
4358,2580.041902
4359,0
4360,584.7893883
4361,2009.439962
4362,194.3597938
4363,556.964555
4364,0
4365,0
4366,0
4367,4066.303435
4368,3323.527363
4369,799.6646898
4370,255.8260744
4371,1978.361395
4372,1165.148672
4373,692.795711
4374,705.8356971
4375,0
4376,1012.982247
4377,0
4378,0
4379,0
4380,0
4381,0
4382,0
4383,0
4384,6626.627271
4385,0
4386,0
4387,138.1375524
4388,0
4389,1682.502754
4390,3772.021653
4391,1834.363854
4392,1287.266115
4393,0
4394,0
4395,1831.964314
4396,1755.934966
4397,0
4398,2746.651476
4399,0
4400,0
4401,863.9741729
4402,0
4403,0
4404,759.8016357
4405,2088.727735
4406,0
4407,3907.705388
4408,0
4409,0
4410,1685.226769
4411,176.6019744
4412,0
4413,5768.47828
4414,0
4415,956.5782887
4416,2109.439684
4417,1533.029631
4418,784.0311244
4419,0
4420,1015.230676
4421,1476.794623
4422,3183.469812
4423,3299.465708
4424,2075.660279
4425,1744.817747
4426,713.9664095
4427,0
4428,326.2304119
4429,0
4430,2852.92217
4431,3228.968596
4432,291.2788167
4433,318.1702151
4434,2139.893163
4435,0
4436,0
4437,0
4438,0
4439,2164.949122
4440,0
4441,0
4442,0
4443,3230.611405
4444,0
4445,0
4446,0
4447,0
4448,0
4449,26.6561946
4450,1757.742659
4451,0
4452,0
4453,2272.86496
4454,4290.583205
4455,552.96362
4456,3522.528662
4457,947.6545706
4458,0
4459,112.3037069
4460,405.0249153
4461,805.8656017
4462,0
4463,351.4349514
4464,360.2508268
4465,2018.718354
4466,0
4467,0
4468,0
4469,972.6309735
4470,1901.47582
4471,1469.117868
4472,1029.916577
4473,179.5311008
4474,1164.851002
4475,0
4476,2112.091036
4477,0
4478,0
4479,495.855463
4480,2108.421675
4481,602.677961
4482,146.2155291
4483,1929.594264
4484,3438.517633
4485,135.9960773
4486,0
4487,1252.461938
4488,0
4489,0
4490,0
4491,1285.229746
4492,0
4493,750.6234765
4494,0
4495,0
4496,0
4497,911.4450628
4498,1162.02685
4499,1278.701915
4500,2297.986075
4501,4790.96626
4502,0
4503,0
4504,0
4505,0
4506,860.6364526
4507,85.8062031
4508,0
4509,903.1777854
4510,0
4511,0
4512,0
4513,0
4514,2861.483743
4515,0
4516,0
4517,0
4518,0
4519,835.7377199
4520,0
4521,0
4522,750.8380062
4523,2273.148308
4524,2036.144589
4525,3539.010624
4526,0
4527,0
4528,974.8451205
4529,1568.149886
4530,0
4531,1867.174777
4532,0
4533,0
4534,0
4535,0
4536,932.1413319
4537,789.8937436
4538,3729.286911
4539,0
4540,1617.654254
4541,3423.025783
4542,0
4543,0
4544,680.2927521
4545,0
4546,0
4547,0
4548,651.8824336
4549,3224.293309
4550,3043.124864
4551,1166.071925
4552,2377.861066
4553,0
4554,1767.879304
4555,2194.278254
4556,1597.238613
4557,3345.521848
4558,0
4559,4674.639524
4560,1145.463312
4561,405.6811968
4562,647.6524911
4563,1847.741694
4564,1275.085381
4565,4573.12141
4566,2209.382747
4567,0
4568,0
4569,2558.763241
4570,2870.44028
4571,2991.584633
4572,1884.076402
4573,0
4574,728.6149939
4575,3730.752622
4576,2208.388766
4577,2779.983535
4578,0
4579,881.5383485
4580,0
4581,0
4582,169.1830577
4583,0
4584,0
4585,2259.70147
4586,2064.966293
4587,0
4588,0
4589,4328.32775
4590,1423.41107
4591,0
4592,1646.569785
4593,4105.337895
4594,2638.720573
4595,2669.668252
4596,0
4597,2792.751554
4598,0
4599,0
4600,4846.903685
4601,1434.345883
4602,1013.006817
4603,971.4312493
4604,0
4605,0
4606,1413.771244
4607,0
4608,0
4609,1182.900371
4610,0
4611,947.9536658
4612,0
4613,1421.55369
4614,0
4615,0
4616,2670.994433
4617,1045.56109
4618,0
4619,0
4620,1422.010827
4621,0
4622,0
4623,1594.319514
4624,484.9568583
4625,0
4626,0
4627,352.6590287
4628,483.8239149
4629,1368.925044
4630,3168.620902
4631,0
4632,0
4633,3089.328332
4634,2281.35373
4635,134.6267344
4636,667.5837714
4637,2591.30126
4638,0
4639,2359.863132
4640,775.1981123
4641,2845.468492
4642,384.6245759
4643,0
4644,0
4645,2487.881398
4646,0
4647,2867.986088
4648,4211.571786
4649,1198.858225
4650,1479.991181
4651,1474.028019
4652,3935.179134
4653,0
4654,2435.2513
4655,0
4656,1182.460051
4657,937.0694215
4658,0
4659,3450.702017
4660,0
4661,1828.671978
4662,663.4996217
4663,0
4664,692.4602509
4665,0
4666,0
4667,1649.294241
4668,0
4669,442.7931204
4670,0
4671,130.2192414
4672,3753.767611
4673,197.4430305
4674,0
4675,259.4541487
4676,74.46187406
4677,0
4678,2028.335596
4679,0
4680,2572.0398
4681,2823.19004
4682,0
4683,1938.792952
4684,231.9221439
4685,2169.242254
4686,0
4687,1753.488069
4688,0
4689,2211.629094
4690,0
4691,0
4692,551.9890862
4693,0
4694,0
4695,3237.940588
4696,668.7012688
4697,698.7210432
4698,0
4699,5705.304392
4700,0
4701,802.491149
4702,2039.052141
4703,0
4704,0
4705,0
4706,3353.232259
4707,1452.173862
4708,5003.859364
4709,0
4710,4362.60247
4711,0
4712,894.9288447
4713,1013.360867
4714,0
4715,0
4716,844.8882009
4717,492.511987
4718,1597.203192
4719,242.8359532
4720,792.9447351
4721,0
4722,0
4723,0
4724,2127.017347
4725,1579.640473
4726,0
4727,0
4728,0
4729,2882.391984
4730,1221.250703
4731,1482.601263
4732,0
4733,0
4734,2542.607619
4735,0
4736,0
4737,972.2690162
4738,3317.23751
4739,7277.736811
4740,0
4741,0
4742,0
4743,9188.304842
4744,3571.298926
4745,0
4746,2675.846966
4747,4471.293186
4748,0
4749,0
4750,3439.826924
4751,2515.419027
4752,4167.986485
4753,0
4754,0
4755,2914.644571
4756,0
4757,0
4758,741.4932525
4759,0
4760,0
4761,0
4762,0
4763,1874.469693
4764,1475.28095
4765,4469.820017
4766,2141.24549
4767,0
4768,0
4769,0
4770,1347.583696
4771,23.73285995
4772,1766.079307
4773,0
4774,372.0260073
4775,1054.055793
4776,3746.988662
4777,4538.322168
4778,0
4779,1576.726179
4780,0
4781,0
4782,322.3546949
4783,0
4784,4580.575895
4785,6309.623727
4786,0
4787,0
4788,2895.89796
4789,2750.508273
4790,0
4791,872.9400121
4792,0
4793,1256.21548
4794,482.1816642
4795,0
4796,5150.164709
4797,0
4798,0
4799,505.8147473
4800,2361.217329
4801,0
4802,2585.104328
4803,0
4804,379.6558702
4805,1728.632986
4806,285.2179001
4807,1636.035001
4808,0
4809,155.0035615
4810,131.1107097
4811,0
4812,3583.543714
4813,1817.824329
4814,0
4815,465.3380225
4816,0
4817,1691.746605
4818,374.01522
4819,2343.62638
4820,0
4821,1785.930101
4822,0
4823,0
4824,0
4825,329.5756924
4826,0
4827,7358.659053
4828,192.2133276
4829,0
4830,2623.904984
4831,776.3281345
4832,1029.057235
4833,3750.421638
4834,0
4835,6019.564075
4836,0
4837,2590.704054
4838,3055.51733
4839,0
4840,0
4841,1441.009294
4842,0
4843,1451.217051
4844,2887.378865
4845,0
4846,193.2927872
4847,1687.398029
4848,1008.750681
4849,0
4850,1727.31504
4851,0
4852,0
4853,0
4854,0
4855,730.7814329
4856,486.557953
4857,2406.960675
4858,0
4859,0
4860,1280.039531
4861,1690.123346
4862,0
4863,0
4864,725.3516659
4865,1362.121298
4866,0
4867,390.1541973
4868,1826.022968
4869,880.6716377
4870,0
4871,434.6843312
4872,894.5498797
4873,1330.681641
4874,1307.408075
4875,0
4876,1009.606591
4877,0
4878,2342.144276
4879,4128.244806
4880,0
4881,1844.892115
4882,491.3575706
4883,0
4884,1359.44916
4885,0
4886,0
4887,2155.823153
4888,395.8605374
4889,0
4890,530.8489827
4891,4321.782412
4892,598.5703442
4893,3025.165361
4894,570.4743187
4895,5369.179827
4896,1475.302115
4897,0
4898,3852.78471
4899,0
4900,161.5106121
4901,0
4902,0
4903,2352.246699
4904,2716.970623
4905,3340.751006
4906,0
4907,5353.533825
4908,0
4909,0
4910,682.7621052
4911,0
4912,1331.596982
4913,1108.668817
4914,1832.592851
4915,1847.257798
4916,571.9520587
4917,3539.064291
4918,2199.707024
4919,769.0498779
4920,0
4921,200.796857
4922,1539.826999
4923,371.7597373
4924,2449.173337
4925,0
4926,602.7382292
4927,0
4928,0
4929,0
4930,0
4931,6704.392411
4932,500.5735685
4933,1991.346239
4934,0
4935,2329.927968
4936,2126.01317
4937,2965.428975
4938,0
4939,1722.207142
4940,0
4941,0
4942,2692.121399
4943,2083.508871
4944,0
4945,2073.643442
4946,0
4947,0
4948,2453.582795
4949,0
4950,0
4951,2129.801231
4952,0
4953,0
4954,0
4955,447.0413041
4956,0
4957,0
4958,0
4959,3700.25392
4960,811.6780275
4961,1160.499041
4962,1566.632629
4963,0
4964,0
4965,0
4966,0
4967,5045.328304
4968,1990.602902
4969,2164.429954
4970,1850.014337
4971,437.7216698
4972,0
4973,2584.388022
4974,0
4975,0
4976,775.7108044
4977,1931.559681
4978,0
4979,1872.128006
4980,2512.215519
4981,0
4982,0
4983,1981.774939
4984,1117.70162
4985,0
4986,503.9455985
4987,2027.369994
4988,1448.80155
4989,364.8884957
4990,6522.694314
4991,1596.585355
4992,0
4993,2420.172793
4994,288.4983537
4995,0
4996,0
4997,1057.485123
4998,1746.847153
4999,1721.404502
5000,3599.682337
5001,0
5002,1448.118557
5003,0
5004,5895.271948
5005,2515.62872
5006,5152.521907
5007,3045.278808
5008,7562.372888
5009,0
5010,874.7895367
5011,0
5012,3107.905843
5013,2463.472436
5014,0
5015,1627.62983
5016,475.718706
5017,0
5018,966.0903571
5019,512.1823831
5020,870.1321485
5021,0
5022,0
5023,1659.621862
5024,0
5025,1757.74128
5026,0
5027,0
5028,0
5029,5806.174925
5030,223.834811
5031,555.8823346
5032,4294.203509
5033,186.1555817
5034,904.0425076
5035,1839.939279
5036,371.7318258
5037,0
5038,0
5039,0
5040,511.4932834
5041,0
5042,541.9804682
5043,1991.463457
5044,997.7496524
5045,2874.251772
5046,1163.275827
5047,770.4051735
5048,0
5049,1036.547031
5050,0
5051,5335.150489
5052,0
5053,0
5054,610.3988102
5055,0
5056,351.6731541
5057,2066.073175
5058,0
5059,0
5060,0
5061,0
5062,0
5063,2031.194088
5064,4368.493736
5065,651.079533
5066,3489.953705
5067,715.02826
5068,0
5069,4845.12843
5070,841.7807038
5071,0
5072,0
5073,1223.92995
5074,941.771327
5075,0
5076,1287.517684
5077,0
5078,1965.724329
5079,0
5080,2265.430635
5081,189.234476
5082,0
5083,0
5084,0
5085,1844.751521
5086,1952.539728
5087,1221.503199
5088,473.4813473
5089,2334.698602
5090,672.9411018
5091,0
5092,0
5093,0
5094,0
5095,0
5096,1813.058902
5097,1262.867142
5098,0
5099,419.9051966
5100,0
5101,2022.296186
5102,0
5103,5272.125528
5104,1155.922227
5105,0
5106,0
5107,0
5108,0
5109,0
5110,0
5111,910.2749667
5112,951.4446296
5113,0
5114,2772.895709
5115,102.8060148
5116,1295.51625
5117,2887.048316
5118,0
5119,2862.213488
5120,672.3085468
5121,0
5122,0
5123,0
5124,3193.580596
5125,3528.483331
5126,1984.707209
5127,1341.539766
5128,1667.791799
5129,1150.990639
5130,0
5131,387.8759942
5132,0
5133,1847.19471
5134,0
5135,0
5136,1076.818757
5137,0
5138,0
5139,0
5140,2433.257518
5141,0
5142,8048.69958
5143,0
5144,505.2636109
5145,10193.76976
5146,1872.462288
5147,3844.300983
5148,2224.781885
5149,2226.350701
5150,0
5151,0
5152,2795.821557
5153,0
5154,0
5155,807.5038441
5156,1709.974761
5157,0
5158,1225.479445
5159,1171.808173
5160,825.4786591
5161,442.9993609
5162,0
5163,0
5164,2483.940847
5165,4407.8258
5166,2335.802435
5167,5482.979735
5168,0
5169,94.10935117
5170,72.57291815
5171,732.5828744
5172,2031.95274
5173,0
5174,0
5175,0
5176,0
5177,0
5178,763.492244
5179,0
5180,0
5181,0
5182,3956.348224
5183,0
5184,933.5564268
5185,1062.746023
5186,1958.666373
5187,0
5188,0
5189,722.4131381
5190,1901.398518
5191,0
5192,0
5193,2738.743369
5194,48.44348127
5195,0
5196,0
5197,1169.114093
5198,709.9227046
5199,3871.799165
5200,516.9304925
5201,0
5202,1603.368903
5203,1340.812351
5204,2084.284652
5205,2278.959521
5206,3224.348626
5207,0
5208,629.8639333
5209,376.799047
5210,935.4310732
5211,1610.135077
5212,0
5213,1037.34736
5214,0
5215,0
5216,2539.96579
5217,1099.378649
5218,2676.91017
5219,1421.457713
5220,1680.618961
5221,1432.992236
5222,0
5223,830.0050008
5224,0
5225,1186.709035
5226,0
5227,0
5228,844.4702318
5229,1601.642583
5230,0
5231,1669.672577
5232,4660.778
5233,1295.83011
5234,0
5235,1368.180811
5236,2923.577609
5237,0
5238,1961.602729
5239,815.3498067
5240,0
5241,0
5242,146.9861264
5243,720.3860771
5244,378.0227637
5245,82.1563725
5246,666.5728017
5247,259.4649751
5248,0
5249,0
5250,2589.146926
5251,728.7050395
5252,1149.421671
5253,564.1639561
5254,397.2222428
5255,0
5256,0
5257,499.9925164
5258,0
5259,0
5260,1568.312551
5261,0
5262,2409.502007
5263,182.4037626
5264,619.8113936
5265,831.1872037
5266,0
5267,0
5268,2150.878916
5269,0
5270,1699.497205
5271,4320.59743
5272,3264.972021
5273,1089.133621
5274,0
5275,1863.466582
5276,256.612865
5277,0
5278,1432.254496
5279,3064.264516
5280,983.2743918
5281,1016.990782
5282,1959.718237
5283,1709.385736
5284,0
5285,1169.223521
5286,0
5287,0
5288,0
5289,848.8708776
5290,2917.744222
5291,2202.06789
5292,0
5293,27.56733355
5294,0
5295,850.7034425
5296,2260.233186
5297,1320.824558
5298,0
5299,0
5300,1098.396406
5301,0
5302,0
5303,154.3476372
5304,1418.969866
5305,0
5306,707.8885548
5307,6370.125129
5308,2768.932706
5309,1312.07484
5310,0
5311,567.1050098
5312,738.2795711
5313,3933.400996
5314,3922.134397
5315,0
5316,5307.168829
5317,0
5318,7588.154063
5319,1202.483036
5320,5754.163395
5321,0
5322,1812.861875
5323,167.4485956
5324,0
5325,0
5326,0
5327,916.6561054
5328,0
5329,216.2039141
5330,4354.883697
5331,0
5332,0
5333,3035.418968
5334,0
5335,1335.017087
5336,1364.850943
5337,401.1943901
5338,0
5339,0
5340,497.5673891
5341,4097.699968
5342,2010.278229
5343,2279.724316
5344,0
5345,390.2477101
5346,2771.461813
5347,4719.031074
5348,4403.526548
5349,4209.278774
5350,880.0021593
5351,0
5352,0
5353,3168.998388
5354,0
5355,0
5356,3603.074433
5357,3021.047342
5358,0
5359,0
5360,1491.819306
5361,0
5362,0
5363,1984.362586
5364,0
5365,1287.528562
5366,1021.77221
5367,3039.566831
5368,0
5369,2515.749258
5370,2552.031875
5371,1017.603433
5372,0
5373,0
5374,2759.092047
5375,0
5376,2280.437924
5377,3858.260984
5378,0
5379,0
5380,0
5381,0
5382,0
5383,686.7034166
5384,3159.831981
5385,1005.728712
5386,5542.366016
5387,24.01957987
5388,153.7416391
5389,0
5390,0
5391,0
5392,6658.401564
5393,4494.164293
5394,0
5395,3396.868788
5396,4369.667383
5397,1550.714517
5398,0
5399,6046.898556
5400,1595.281144
5401,0
5402,1255.465995
5403,2560.65848
5404,338.616745
5405,1208.125168
5406,1928.308522
5407,0
5408,5260.876817
5409,2017.924652
5410,1362.356768
5411,0
5412,3638.337732
5413,558.0241637
5414,0
5415,789.0844683
5416,5923.552729
5417,722.8389866
5418,4847.54239
5419,2796.725997
5420,317.1860659
5421,3277.195451
5422,179.0660268
5423,544.277535
5424,1254.484233
5425,0
5426,4587.40098
5427,1553.175499
5428,1075.600127
5429,4915.794028
5430,0
5431,0
5432,4464.863527
5433,0
5434,1107.982487
5435,456.0733811
5436,3435.597463
5437,0
5438,2365.146447
5439,0
5440,0
5441,0
5442,1205.142854
5443,1960.52635
5444,0
5445,0
5446,0
5447,117.3172744
5448,0
5449,0
5450,2448.592768
5451,2153.901272
5452,2706.258209
5453,3889.899177
5454,0
5455,882.2712502
5456,2956.977425
5457,515.2591699
5458,1288.734404
5459,0
5460,1152.707566
5461,0
5462,0
5463,7707.156839
5464,23.15390139
5465,1124.803228
5466,0
5467,0
5468,1114.573806
5469,212.5082032
5470,0
5471,0
5472,687.2503703
5473,803.5107356
5474,881.4788921
5475,0
5476,0
5477,0
5478,0
5479,1066.23454
5480,0
5481,0
5482,231.9240919
5483,2712.920818
5484,1753.806547
5485,1908.67347
5486,0
5487,0
5488,0
5489,1329.79315
5490,0
5491,0
5492,765.6221775
5493,0
5494,1751.51419
5495,502.9183632
5496,0
5497,0
5498,3402.347074
5499,562.6631055
5500,3020.826497
5501,0
5502,960.7933425
5503,1187.85201
5504,0
5505,0
5506,0
5507,1238.335624
5508,2683.395484
5509,0
5510,1522.158403
5511,2193.485047
5512,378.6418534
5513,2167.193703
5514,0
5515,1708.964534
5516,0
5517,1167.426448
5518,1096.018648
5519,0
5520,0
5521,0
5522,424.7654048
5523,1693.371281
5524,762.0350102
5525,0
5526,3068.437981
5527,0
5528,0
5529,3905.329203
5530,2419.58209
5531,0
5532,0
5533,1697.420762
5534,0
5535,0
5536,1848.629886
5537,131.9145158
5538,0
5539,10187.33979
5540,351.2756748
5541,0
5542,626.4165695
5543,0
5544,0
5545,0
5546,120.5978309
5547,5532.662791
5548,2285.230145
5549,0
5550,2486.891744
5551,0
5552,3518.621424
5553,891.8055255
5554,0
5555,851.3003957
5556,887.8275771
5557,1251.058294
5558,0
5559,2656.884446
5560,0
5561,0
5562,928.5982125
5563,1321.602289
5564,0
5565,0
5566,1935.382992
5567,0
5568,0
5569,3474.282846
5570,1397.071409
5571,790.7943894
5572,0
5573,0
5574,0
5575,1188.456033
5576,2534.193519
5577,2896.581775
5578,0
5579,3507.033103
5580,541.0973125
5581,1318.745117
5582,971.8156127
5583,3413.195099
5584,631.8381877
5585,0
5586,5125.039735
5587,605.4323235
5588,3577.261194
5589,2027.147628
5590,411.1826269
5591,1122.720299
5592,0
5593,0
5594,0
5595,0
5596,606.0025061
5597,0
5598,273.7050904
5599,1103.041854
5600,6432.558155
5601,0
5602,2142.386617
5603,2601.673339
5604,0
5605,0
5606,0
5607,566.6240686
5608,2377.411277
5609,3402.84503
5610,0
5611,0
5612,3234.119269
5613,0
5614,1708.588583
5615,2124.566347
5616,667.8443107
5617,0
5618,395.7867731
5619,2938.83749
5620,1329.71144
5621,3022.790899
5622,1363.973142
5623,71.49319095
5624,0
5625,1090.116024
5626,1742.077293
5627,2499.123808
5628,1791.993731
5629,732.2441679
5630,0
5631,186.2831492
5632,3221.050297
5633,1330.359957
5634,378.7434348
5635,0
5636,0
5637,408.4972434
5638,1285.154214
5639,0
5640,1525.485411
5641,5575.32588
5642,1659.775684
5643,0
5644,0
5645,8756.066597
5646,1209.805655
5647,0
5648,511.7378324
5649,1092.296127
5650,0
5651,0
5652,1663.993816
5653,0
5654,0
5655,6207.46984
5656,3302.140796
5657,0
5658,0
5659,4986.026647
5660,3169.904013
5661,854.7428124
5662,0
5663,0
5664,1980.941126
5665,0
5666,1021.881956
5667,569.193915
5668,0
5669,0
5670,1265.296391
5671,2539.801324
5672,3083.98617
5673,335.4086954
5674,5901.949629
5675,0
5676,1646.806315
5677,0
5678,0
5679,516.0636741
5680,2593.245294
5681,0
5682,1881.172042
5683,1492.597787
5684,3855.351329
5685,326.1397607
5686,1243.707038
5687,2809.641659
5688,0
5689,4377.001174
5690,471.814463
5691,2397.953828
5692,3996.517085
5693,3109.435404
5694,0
5695,164.0456992
5696,699.4530822
5697,0
5698,0
5699,2075.464929
5700,370.7435058
5701,5589.322894
5702,1540.223882
5703,1066.441478
5704,811.2856624
5705,2031.788362
5706,0
5707,0
5708,0
5709,233.9607675
5710,0
5711,1101.263318
5712,2380.605151
5713,1888.515983
5714,1224.730552
5715,2174.959469
5716,1239.891926
5717,384.7298233
5718,10561.88549
5719,0
5720,0
5721,0
5722,619.5985307
5723,1885.658233
5724,771.4295587
5725,0
5726,1977.871389
5727,298.4617063
5728,268.0935708
5729,0
5730,0
5731,0
5732,0
5733,1479.30658
5734,184.0158259
5735,452.8428943
5736,0
5737,226.6947652
5738,0
5739,2759.334137
5740,0
5741,490.2485498
5742,0
5743,225.2656261
5744,416.3599659
5745,861.7194377
5746,0
5747,0
5748,0
5749,0
5750,0
5751,2398.920521
5752,3183.429362
5753,0
5754,2478.967353
5755,516.040335
5756,3829.627043
5757,0
5758,2164.140925
5759,3093.172028
5760,968.3202777
5761,1410.650844
5762,0
5763,1556.435913
5764,0
5765,0
5766,0
5767,1580.87903
5768,139.0380296
5769,2443.753806
5770,1682.637079
5771,970.9593431
5772,2257.641459
5773,0
5774,0
5775,0
5776,0
5777,1871.158551
5778,1392.651108
5779,1154.075361
5780,60.0852712
5781,2199.034956
5782,1384.951609
5783,0
5784,4918.388906
5785,0
5786,22.67584678
5787,5100.953238
5788,2623.601659
5789,375.1875546
5790,2862.670054
5791,0
5792,0
5793,1576.345724
5794,0
5795,7430.223923
5796,961.0537627
5797,1295.05666
5798,937.4113054
5799,3672.456085
5800,1068.404674
5801,0
5802,0
5803,0
5804,2920.237461
5805,0
5806,2981.860774
5807,522.5297529
5808,0
5809,0
5810,0
5811,0
5812,4768.289674
5813,6305.252658
5814,2160.212188
5815,5965.345663
5816,0
5817,1829.49854
5818,3989.82147
5819,1805.591083
5820,616.7074241
5821,1772.097502
5822,0
5823,515.6917775
5824,440.1253698
5825,0
5826,3306.715543
5827,0
5828,0
5829,0
5830,0
5831,241.4208017
5832,0
5833,0
5834,0
5835,1307.828233
5836,0
5837,1465.337874
